PUBLICATION_ID,PUBLICATION_TITLE,CONTENT,PUBLICATION_DATE
podcast-89-jackson-bajheera-bliton-pro-gamer,"Podcast No. 89: Jackson ""Bajheera"" Bliton, Professional Video Game Player & Bodybuilder","Jackson Bilton sits down with WHOOP CTO and Co-Founder John Capodilupo to discuss how he turned his passions into an unorthodox but successful career.
There probably aren’t too many professional video game players who are also professional bodybuilders, but Jackson Bliton is one of them. He sits down with WHOOP CTO and Co-Founder John Capodilupo to discuss how he turned his passions into an unorthodox but successful career.
Jackson is one of the most popular video game streamers on the planet and is better known as “Bajheera” in the gaming world. Each day, thousands of people watch Jackson play World of Warcraft, while thousands more tune in to watch him broadcast his workouts.
Jackson discusses why he decided to quit his day job to pursue video game streaming full-time, how his fitness regimen makes him an elite gamer, and how he uses WHOOP to optimize performance in the gym, in the virtual world, and in the real world.
## Jackson “Bajheera” Bliton Podcast Show Notes:
2:20 – What is World of Warcraft?
4:04 – A Community of Gamers.
5:23 – Streaming.
8:01 – A Dream Job. “Saying you play video games for a living is a really fun thing to say.”
10:24 – Finding a Different Path.
11:00 – Convincing Mom and Dad.
12:23 – Starting WHOOP.
13:38 – Support at Home.
14:53 – Getting into Training and Weightlifting.
18:38 – Finding Bodybuilding.
20:11 – Early Success.
21:29 – Good for the Body and Soul.
22:06 – A Lifelong Goal.
24:00 – Gaming as a Recovery Tool.
24:33 – How Fitness Helps With Gaming.
26:09 – Streaming Workouts.
29:27 – What Jackson Has Learned From WHOOP.
30:45 – Sleep and Parenthood.
32:53 – Training Philosophy.
35:12 – Why Bodybuilding?
35:48 – The First Step to Improving Your Fitness.
39:48 – Overcoming Poor Recoveries.
40:16 – Connect with Jackson: twitch.tv/bajeera, YouTube: BajheeraWoW, Twitter: BajheeraWoW, Instagram: BajheeraWoW",9/2/20
podcast-9-angela-ruggiero-4-time-olympian-sports-innovation-lab-co-founder,"Podcast No. 9: Angela Ruggiero, 4-Time Olympian, Sports Innovation Lab Co-Founder","On the show today we’ve got Angela Ruggiero, one of the greatest female hockey players of all time.
Angela is a four-time Olympic medal winner with Team USA, including a Gold in Nagano in 1998 when she was still a senior in high school. She’s also a member of the International Olympic Committee, and one of the co-founders of the Sports Innovation Lab.
Angela and I discuss her long and spectacular career, from the single highlight she’s most proud of, to the time she became the first woman ever to play in a men’s pro game not as a goalie, to her appearance on Donald Trump’s TV show The Apprentice in 2007.
We also take a deep dive into human performance. She elaborates on her training and recovery during her decade-and-a-half as a pro, how the teams she played on could have benefitted from WHOOP, and the various ways technology is reshaping the game of hockey and sports as a whole.
I met Angela back at Harvard when I was first founding WHOOP, and it was great to have the chance to catch up with her now. I hope you enjoy our conversation.
## Show Notes:
3:08 – The Beginning. “It was a discount that got me into hockey.”
4:25 – Team USA at Age 15.
5:42 – Gold Medal as High School Senior.
9:14 – Hardest Loss to Swallow?
10:21 – Carrying the 9/11 Flag
11:29 – Playing for Harvard.
14:36 – Heart Rate Recovery.
18:28 – Data Obsession.
24:27 – Pregame Naps.
26:21 – Career Highlight.
30:06 – Visualization and Meditation
35:55 – Retired at 31
38:08 – Played in Men’s Pro Game
43:25 – Do Women’s Sports Get a Fair Shake?
49:28 – The Apprentice.
53:02 – Member of IOC. She discusses her role in the Games coming to LA.
55:20 – New Olympic Sports.
1:00:28 – Prince Albert of Monaco. The most ridiculous person she’s found herself in a room with.
1:01:44 – Sports Innovation Lab.
1:07:14 – Athlete Data Leadership Board.
1:13:11 – Netflix vs. Fortnite.
1:19:35 – Travel Tips?",2/6/19
podcast-90-kevin-sprouse-medical-director-ef-pro-cycling,"Podcast No. 90: Kevin Sprouse, Medical Director for EF Pro Cycling","This week’s guest is Dr. Kevin Sprouse - one of the leading sports medicine and exercise physiology experts out there today.
Kevin is one of the leading sports medicine and exercise physiology experts out there today. He works with many of the best athletes on the planet, including baseball and football players, Olympians, and some of the top golfers on the PGA Tour.
Kevin is also the medical director for EF Pro Cycling, one of the top 10 cycling teams in the world. WHOOP is proud to be the official wearable of EF and we are excited to be helping the EF team during the Tour de France. EF Pro Cycling’s medical team is using WHOOP data science to monitor rider well-being and optimize their performance on the biggest stage in cycling.
## Kevin Sprouse Podcast Show Notes:
2:29 – Getting Into Sports Medicine and Performance.
5:17 – Studying and Treating Elite Cyclists.
6:58 – Improving Sleep Performance.
9:36 – Recovery = Success.
14:30 – Learning From the Best.
15:25 – Recovery Tips.
17:38 – A Recovery Technique for Everyone.
21:13 – Diet and Recovery. Kevin dives deep on the science behind antioxidants, free radicals, and their role in recovery.
23:48 – Continuous Glucose Monitors.
25:55 – Scott Stallings.
27:34 – WHOOP Tour de France Data.
31:12 – 24/7 Health Monitoring.
34:33 – Understanding HRV.
39:27 – Impact of Alcohol.
42:57 – Pushing Back Against the Pill for Every Ill.
45:42 – The Best of the Best.
48:21 – Connect with Kevin. Find Kevin’s practice, Podium Sports Medicine at Podiumsportsmed.com. Plus, check out the Podium Podcast.",9/9/20
podcast-92-jason-hehir-director-the-last-dance,"Podcast No 92: Jason Hehir, Director of The Last Dance","We are excited to welcome Jason Hehir, one of the best documentary filmmakers on the planet, to this week’s WHOOP Podcast.
Jason directed the Emmy award-winning series The Last Dance, chronicling Michael Jordan and the Chicago Bulls. It was the most-watched documentary in ESPN history and is already regarded by many as one of the best sports docs ever made.
He discusses his never-ending quest to find out what makes the greatest athletes on earth human, the obstacles his team had to overcome to finish all 10 episodes on-time, and what it was truly like interviewing Jordan.
Jason is a world-class storyteller and I know you’ll enjoy hearing his behind the scenes anecdotes about the production of The Last Dance.
## Jason Hehir Podcast Show Notes:
2:22 – Following His Dream.
5:17 – Interviewing Elite Athletes.
9:35 – Gratitude.
10:02 – Comfortable With Uncomfortability.
12:37 – Making The Last Dance a Reality.
16:00 – Working at Light Speed.
17:28 – A Big Surprise.
18:54 – David Stern.
21:41 – Chronicling the Best.
23:41 – Dealing with Critics.
30:29 – Breakthrough Moment.
33:54 – First Interview Success.
34:31 – Betting with Mike.
39:49 – Inspiration for the iPad.
41:49 – MJ the Storyteller.
43:50 – The Flu Game.
50:09 – Scottie Pippen.
52:23 – Jerry Krause.
56:49 – Phil Jackson.
1:00:24 – Fathers, Sons and Basketball.
1:04:05 – The End of Episode 7.
1:07:14 – An Unmatched Desire to Win.
Connect with Jason on Instagram and Twitter",9/22/20
podcast-93-chris-mosier-trans-athlete-changed-olympics,"Podcast No. 93: Chris Mosier, Trans Athlete Who Changed the Olympic Games","On this week’s episode, our VP of Performance Kristen Holmes returns for an inspiring and important conversation with Chris Mosier.
Chris is a remarkable person, an elite athlete, and a true trailblazer in the world of sports. He was the first trans man to make a U.S. national team, a feat he accomplished in 2015 when he earned a spot on Team USA’s sprint duathlon team. But before he could compete, Chris had to challenge the International Olympic Committee’s policy on trans athletes. He served as the catalyst for the eventual change in IOC rules.
The first trans athlete to ever compete at the Olympic Trials in any sport, Chris is now a 6-time member of Team USA. He was also the first trans athlete to be featured in his own Nike commercial and to appear in the ESPN Body Issue.
Chris discusses the many challenges he faced, and overcame, throughout his life. He and Kristen also touch on a number of difficult issues, including substance abuse and the prevalence of suicide in the trans youth community.
I think you’ll take a lot away from this episode and we appreciate Chris’ willingness to share his story.
## Chris Mosier Podcast Show Notes:
4:10 – Advocating for Trans Athletes.
7:01 – Transitioning.
10:50 – The Breaking Point.
11:44 – The Difficult Path to Finding Yourself.
14:47 – Supporting Trans Youth.
21:32 – Sports and Life Lessons.
24:31 – Overcoming Health Challenges.
26:14 – Finding Running.
28:35 – Testing Your Limits. “We are capable of so much more than we believe.”
31:08 – Painkiller Abuse.
32:31 – Motivation.
33:50 – Using WHOOP.
36:07 – Getting Into Racewalking.
37:52 – Absurd Strain Data. “My average [day] strain is 20.2. … I have very heavy days.”
39:03 – Tracking CBD Use.
41:49 – Go-To Book.
43:05 – A Motto to Live By.
Connect with Chris on Instagram and on Twitter.",9/29/20
podcast-94-nigel-barker-fashion-photographer,"Podcast No. 94: Nigel Barker, World-Class Photographer","Fashion photographer Nigel Barker joins the WHOOP Podcast to discuss performing under pressure and the true meaning of beauty.
Kristen Holmes sits down with media superstar Nigel Barker on this week’s episode of the WHOOP Podcast.
Nigel is one of the top photographers on the planet and has worked with some of the biggest stars in the world, including Taylor Swift. He is known by many for his television work, in particular spending years as a judge on America’s Next Top Model.
He discusses turning nervousness into a powerful tool to help you excel in the moment, learning to deal with criticism and how the most successful people in the world have used criticism to improve themselves, and finding self-confidence and the most authentic version of yourself.
Nigel is a bright and thoughtful person. He goes in depth on the creative process and shares a lot of his philosophies on art, beauty, and life in general. I think you’ll enjoy this episode.
## Nigel Barker Podcast Show Notes:
3:30 – Finding Confidence and Overcoming Nerves.
8:01 – Nigel’s WHOOP Team.
11:58 – Drinking.
13:39 – WHOOP Insights.
15:47 – Overcoming Hangovers.
20:36 – Learning on the Job.
24:08 – Following Your Dreams.
25:59 – Compartmentalizing.
31:50 – Joining America’s Next Top Model.
36:07 – Dealing with Criticism.
39:35 – Turning Disappointment Into Success.
40:09 – The Beauty Equation.
41:59 – What Makes Someone Beautiful.
45:49 – Believing in Yourself.
48:16 – Know Yourself.
Connect with Nigel: Nigelbarker.tv, Instagram and Twitter.",10/7/20
podcast-95-nba-chris-herren-combatting-addiction,Podcast No. 95: Former NBA player Chris Herren on Combatting Addiction with WHOOP,"Chris Herren details everything from starting for his hometown Boston Celtics, to being pronounced dead briefly after a heroin overdose.
Chris Herren was a high school and college basketball star who eventually made his way to the NBA, but also saw his career and life derailed by drug and alcohol abuse.
He joins the WHOOP Podcast to detail the highs and lows of his journey, from starting for his hometown Boston Celtics, to being pronounced dead briefly after a heroin overdose. Chris talks candidly about his struggles and how he eventually overcame them.
Now 12 years sober, Chris is one of the leading addiction prevention and recovery advocates in the country. He has started his own treatment centers to help people find their path to recovery, and uses WHOOP to help his clients rebuild their lives.
## Chris Herren Podcast Show Notes:
2:58 – Reflecting on His Basketball Career.
4:46 – Pathway to Addiction.
8:49 – Getting Kicked Out of College.
11:20 – A Second Chance.
14:45 – Painkiller Addiction.
16:50 – Downward Spiral.
18:37 – Season with the Celtics.
19:16 – Buying Drugs Before Games.
22:53 – Missing Opportunities.
24:34 – Getting Addicted to Heroin.
27:53 – Letting His Family Down.
31:26 – Looking Back.
33:42 – Using WHOOP to Help Recovering Addicts.
35:27 – WHOOP as a Treatment Tool.
38:43 – Not Just for Athletes.
40:00 – Helping Others.
42:50 – Self-Confidence and Drug Use.
44:00 – The Turning Point.
46:29 – Making a Difference.
Connect with Chris:
Herrenwellness.com Herrenproject.org",10/14/20
podcast-96-dan-churchill-performance-chef,Podcast No. 96: Nutrition Insights with Performance Chef Dan Churchill,"Performance Chef Dan Churchill joins the WHOOP Podcast to break down everything you want to know about nutrition.
My guest today is chef Dan Churchill. Some of the top athletes in the world have called on Dan to cook their meals. He served as Lindsey Vonn’s personal chef during the 2018 Winter Olympics, and is an author, podcast host and TV regular.
Dan is also an expert on physiology, fitness, and the science of nutrition. He explains why eating late can negatively impact your sleep, and how mindset can completely alter digestion and prevent you from reaching your weight-loss goals.
Plus, Dan shares his secret to making the perfect steak.
I know you’ll enjoy this episode. Stay healthy and stay in the green!
## Dan Churchill Show Notes:
2:16 – A High-Performance Chef.
3:19 – Getting Hooked on Cooking.
4:38 – The Science of Nutrition.
6:00 – Coming to America.
7:04 – Mission.
9:06 – Knowing Yourself.
15:26 – Secret to Cooking the Perfect Steak. Dan shares the 5 steps you need to know before cooking steak.
19:54 – Right Nutrition for Athletes.
22:52 – Crafting Meal Plans.
25:37 – Getting Athletes Ready to Perform.
29:01 – Non-Workout Strain.
29:23 – Freakishly Low Resting Heart Rate.
35:30 – Dan’s Weight Loss Tips.
37:21 – Science Behind Mindset and Weight Loss.
42:27 – Why You Should Avoid Eating Late Meals.
43:56 – The Meal-Bed Buffer.
Connect with Dan: Instagram Twitter DanChurchill.com Dan’s New York City restaurant Charley Street",10/21/20
podcast-97-daylight-savings,Podcast No. 97: How Daylight Savings Affects Your Body,"Understanding your circadian rhythm and how to prevent Daylight Savings from throwing your body off.
VP of Performance Kristen Holmes and VP of Data Science and Research Emily Capodilupo return to the WHOOP Podcast for an in-depth look at how the end of Daylight Saving Time messes with your circadian rhythm.
This is everything you need to know about how your body’s internal clock can be altered by even just the change of one hour. Emily and Kristen dive deep on the physiology and the science behind it all and share their tips and tricks for how your body can avoid falling behind when we fall back this weekend.
Stay healthy and stay in the green!
## Circadian Rhythm & Daylight Savings Podcast Show Notes:
4:37 – Studying the Differences Between Daylight Time and Standard Time.
5:20 – Daylight Savings Proves Bad for the Heart.
6:41 – Understanding Your Circadian Rhythm.
8:22 – Clock Changes and Mental Health.
11:39 – Sleep Consistency.
16:01 – Preparing Your Body for Restorative Sleep.
18:39 – Finding Light.
22:23 – Circadian Rhythm and Food.
26:19 – Foods to Boost Vitamin D.
31:31 – The Sleep Cocktail.
36:09 – Evening Workouts.
39:22 – Key Takeaways.
39:58 – Prepping for the Time Change.",10/27/20
podcast-98-arena-labs-brian-ferguson,Podcast No. 98: Arena Labs Founder Brian Ferguson on Improving the Lives of Healthcare Workers,"This week’s episode focuses on the future of technology in healthcare and how hospitals and medical organizations can optimize performance in the operating room, the ICU, and beyond.
WHOOP VP of Performance Kristen Holmes sits down with Arena Labs Founder and CEO Brian Ferguson for this discussion. Arena Labs is a cutting-edge organization that is pioneering the field of high-performance medicine. It was born out of Brian’s experience in the military. He served in the Navy, special operations, and the Pentagon and is now using that experience to improve modern-day healthcare.
Brian and Kristen discuss why military personnel and healthcare workers are cut some the same cloth, the effect COVID-19 has had on doctors, nurses, and frontline staff, and the burnout so many doctors and nurses experience and why that sets a dangerous precedent in the field.
Thank you to all those who have served our country! Stay healthy and stay in the green.",11/11/20
podcast-98-arena-labs-brian-ferguson,Podcast No. 98: Arena Labs Founder Brian Ferguson on Improving the Lives of Healthcare Workers,"Arena Labs Founder Brain Ferguson Podcast Show Notes:
3:05 – Transitioning from Special Operations to Medicine.
6:41 – Complexity of Healthcare.
7:12 – Teamwork in Medicine.
11:06 – Burnout in Healthcare.
14:20 – Measuring Burnout.
17:39 – Studying Stress During the Pandemic.
19:40 – Toll on Healthcare Workers.
21:34 – Sacred World of Medicine.
23:26 – Answering the Call.
27:39 – Information Overload.
28:29 – Favorite Quote.
“We all have but one death to spend, and insofar as it can have any meaning it finds it in the service of comrades-in-arms.
And yet, I deny that I died FOR anything – not my Country, not my Army, not my fellow man, none of these things. I LIVED for these things, and the manner in which I chose to do it involved the very real chance that I would die in the execution of my duties.
I knew this, and accepted it, but my love for West Point and the Army was great enough – and the promise that I would someday be able to serve all the ideals that meant anything to me through it was great enough – for me to accept this possibility as a part of a price which must be paid for all things of great value. If there is nothing worth dying for – in this sense – there is nothing worth living for.
I lived a full life in the Army, and it has exacted the price. It is only just.”
Connect with Arena Labs",11/11/20
podcast-99-erika-nardini-barstool-sports-ceo,"Podcast No. 99: Erika Nardini, Barstool Sports CEO, on Authenticity & Tuning Out Critics","This week’s WHOOP Podcast guest is the trailblazing Erika Nardini, CEO of Barstool Sports.
Erika Nardini is one of the most influential women in sports. She has overseen Barstool’s growth from 12 employees to hundreds and has helped establish the brand as one of the most recognizable in sports and beyond.
In this episode Erika discusses how she landed her dream job in a male dominated field, her views on developing talent and allowing them the freedom to express themselves in an authentic way, and dealing with a barrage of criticism and why Barstool isn’t deterred by that.
Stay healthy and stay in the green!
## Barstool Sports CEO Erika Nardini Podcast Show Notes:
2:11 – Path to Barstool.
5:12 – Landing Her Dream Job.
6:46 – Working With Dave Portnoy.
10:13 – Authenticity of Barstool.
15:59 – The Barstool Way.
20:57 – Business Philosophy.
22:19 – Cancel Culture.
25:20 – Living in a More Politically Correct Time.
29:19 – Defying the Critics.
34:46 – Trusting Her WHOOP.
36:47 – Identifying Talent.
38:52 – Call Her Daddy.
39:20 – Interviewing President Trump.
Connect with Erika
The Token CEO Podcast @EKANardini on Twitter and Instagram @BarstoolSports on Twitter and Instagram Barstoolsports.com",11/18/20
podcast-no-32-ed-baker-facebook-uber-triathlete,"Podcast No. 32: Ed Baker, Former Facebook Head of Intl. Growth & Uber VP, Elite Triathlete","Show Notes:
3:40 – Collegiate Athlete.
4:43 – Starting First Company
5:29 – Friend.ly in 2008.
7:43 – Advice for Founding a Company.
9:13 – Facebook.
10:47 – Growth. “When you have an amazing product, it’s a whole lot easier to grow.”
11:28 – Uber.
15:14 – Managing People.
17:34 – Mark Zuckerberg.
20:53 – “The Jam Pad” with Travis Kalanick.
22:34 – New Path.
24:36 – Prioritize Sleep Over Exercise.
24:55 – Becoming an Ironman Triathlete.
27:10 – Week of Training.
29:59 – WHOOP Insights.
31:21 – Avoiding Overtraining.
32:29 – Highest WHOOP Strain?
33:40 – Optimizing Recovery & Sleep.
35:38 – Nutrition.
38:52 – Daily Schedule.
39:53 – Active Recovery.
42:28 – Stretching & Yoga.
44:40 – Athletic Highlight.
46:52 – What is an Ironman?
47:52 – Pre-Race Routine.
48:55 – In-Race Fueling.
49:42 – Caffeine.
52:18 – Serious Accident.
55:23 – Positives from Injury?
57:13 – Meditation, Visualization & Focus.
1:00:33 – Recovery Techniques. “I do like to use the foam roller. Not much else.”
1:01:13 – Going Pro?
1:02:41 – Working with WHOOP. One he started using it, “it was just really addictive.”",7/24/19
podcast-no-32-ed-baker-facebook-uber-triathlete,"Podcast No. 32: Ed Baker, Former Facebook Head of Intl. Growth & Uber VP, Elite Triathlete","My guest today is Ed Baker, a wildly successful entrepreneur who started multiple companies before rising to become the Head of International Growth at Facebook, and later VP of Product and Growth at Uber.
A former collegiate runner during his time at Harvard, Ed recently left Silicon Valley, moved back to Boston, and decided to turn himself into a world-class triathlete.
Ed and I discuss the various lessons he learned about growth, management, and startup prosperity while working for Mark Zuckerberg and Travis Kalanick during his time at Facebook and Uber. We then switch gears and focus on his newfound athletic career, including what his diet and training regimen look like, the insights he’s gained from using WHOOP, and how he’s remarkably been able to win triathlons and compete on an elite level at 40 years old.
We’re thrilled to have Ed as a member of our board at WHOOP, and his story of transitioning from the startup world to becoming a pro-level athlete is a fascinating one.",7/24/19
podcast-no-45-pro-athletes-coaches-impact-alcohol,Podcast No. 45: Pro Athletes and Coaches on the Impact of Alcohol,"This week, we’ve got a special Sober October episode for you.
It’s a compilation of what pro athletes and coaches have to say about the impact alcohol has on their bodies and their training, as well as the insights they’ve gained from wearing WHOOP. You’ll hear from gold medalists, world champions and some of the most elite coaches on the planet.
And make sure to check out soberoctober.whoop.com to get a live look at the WHOOP data for Joe Rogan and fellow comedians Bert Kreischer, Tom Segura and Ari Shaffir as they participate in Sober October.
## Show Notes:
3:19 – NBA Champion Marc Gasol
6:15 – Air Rifle Gold Medalist Ginny Thrasher
7:33 – Pro Street Skater Neen Williams
15:50 – Nike Master Trainer Kirsty Godso
18:26 – Pro Golfer Scott Stallings
20:50 – Superhero Trainer Don Saladino
22:52 – Basketball Legend Sue Bird
24:45 – Headspace Co-Founder Andy Puddicombe
26:58 – PGA Tour Champions Leader Scott McCarron
28:27 – The Ainsworth Creator and HPLT Founder Brian Mazza
Learn More: Sober October – 8 Benefits of Not Drinking Alcohol",10/23/19
podcast-no-91-rory-mckernan-crossfit-media-personality,"Podcast No. 91: Rory McKernan, CrossFit Media Personality","We are celebrating the start of the 2020 CrossFit Games by sharing a conversation from Wodapalooza earlier this year.
WHOOP Performance Manager and resident CrossFit expert Mike Lombardi is back in the host’s chair as he sits down with Rory McKernan, the face and voice of the CrossFit Games and the CrossFit Open for the past decade.
Rory was instrumental in bringing the sport to a wider audience through broadcasts on ESPN and CBS Sports. He is also the voice of many brands in the CrossFit space, including our friends at NOBULL.
Mike and Rory discuss how CrossFit has evolved over the years, what the future of the sport holds, and why data is playing a critical role for its top athletes. Rory also shares his thoughts on why young athletes should play as many sports as possible, and talks about his experience winning a Texas high school football state championship with Drew Brees.
Stay healthy and stay in the green!
## Rory McKernan Podcast Show Notes:
3:15 – Traveling the World With CrossFit.
5:05 – The Future of CrossFit.
10:55 – Covering Elite CrossFitters.
12:16 – Book Collaborator. Rory co-wrote Katrin Davidsdottir’s book Dottir: My Journey to Becoming a Two-Time CrossFit Games Champion.
13:02 – Learning on the Job.
14:55 – Finding your Coaching Voice.
16:14 – Data’s Role in CrossFit.
18:10 – Learning about Strain.
18:37 – 3 Tips for New WHOOP Members:
“If you wake up in the morning and look at [your] heart rate variability compared to how it’s been for the last 30 days, how’s my resting heart rate, and then look at the quality and quantity of total sleep and REM and slow-wave, you can go back to the day before and say, ‘Okay, what may have caused this?’”
19:21 – WHOOP Data and the Future of Sports Broadcasts.
20:28 – Defining Fitness Gains.
21:55 – The Next Stars of CrossFit.
26:17 – Focusing on One Sport.
26:39 – Playing Multiple Sports.
28:47 – Competitive Nature.
30:40 – The Different Ways to Wear WHOOP.
Connect with Rory on Instagram and Twitter.",9/15/20
positive-body-image-mental-health,"Your Positive Body Image: Nutrition, Exercise and Sleep for Mental Health","Exercise for Mental Health: How Does it Benefit?
We know exercise keeps our tissues and muscles strong, but it also impacts our mental health. Exercise increases our brain health by the secretion of neurotransmitters, chemical messengers, endorphins, and peptide hormones. These messengers and hormones help us thrive mentally and emotionally.
• In particular, dopamine leads to the regulation of learning, working, and emotional cognition.
In particular, dopamine leads to the regulation of learning, working, and emotional cognition.
• Noradrenaline balances memory and cognitive function.
Noradrenaline balances memory and cognitive function.
• Serotonin affects the hypothalamus control of pituitary secretions, circadian rhythm, eating habits and melatonin production (Lin & Kuo, 2013).
Serotonin affects the hypothalamus control of pituitary secretions, circadian rhythm, eating habits and melatonin production (Lin & Kuo, 2013).
• Endorphins create pain relief and reduce anxiety.
Endorphins create pain relief and reduce anxiety.
All of this is going on while you work out! Whether you choose to go for a walk, play tennis, CrossFit, or hot yoga, moving around will help your mental health the rest of the day.",5/13/20
positive-body-image-mental-health,"Your Positive Body Image: Nutrition, Exercise and Sleep for Mental Health","WHOOP, Sleep and Mental Health
WHOOP Sleep performance metrics give great insight to mental wellness and clarity. Among other things, sleep is a proven memory aid. Research shows that sleep prior to studying makes space for new material. Additionally, sleeping after studying helps prevent forgetting the new information (Mazza, et al., 2016).
While you are asleep, your body restores and repairs the brain, which facilitates the recalibration and healthy function of biological systems. It also allows for detoxification. Using WHOOP to quantify your REM, deep sleep, light sleep and awake phases throughout the night will help gauge how well your brain is repairing. This data lets you understand the strengths and weaknesses of your sleep and how improving your sleep hygiene will ultimately benefit your recovery and mental health the next day.
You can also use the WHOOP Journal feature to see how changes to your diet and exercise regimen affect your metrics.
READ MORE:
However you choose to track mental wellness, remember to be proud of where you are today. Accept and love your present day self. Cultivate a positive internal dialogue and watch the magic happen!
Want more guidance on living your best physical and mental self? You can work with Kassandra and a team of expert nutrition coaches over at M2 Performance Nutrition.",5/13/20
positive-body-image-mental-health,"Your Positive Body Image: Nutrition, Exercise and Sleep for Mental Health","Nutrition and Mental Health: What Can I Eat to Improve It?
Believe it or not, stress is minerally expensive on the body. Zinc, magnesium, and calcium are all utilized by the nervous system for healthy cognition. Prolonged periods of stress may deplete these minerals overtime. Adding in potent, whole-food forms of these minerals can improve your mental health, calmness, and focus.
Believe it or not, stress is minerally expensive on the body. Zinc, magnesium, and calcium are all utilized by the nervous system for healthy cognition. Prolonged periods of stress may deplete these minerals overtime. Adding in potent, whole-food forms of these minerals can improve your mental health, calmness, and focus.
Believe it or not, stress is minerally expensive on the body. Zinc, magnesium, and calcium are all utilized by the nervous system for healthy cognition. Prolonged periods of stress may deplete these minerals overtime. Adding in potent, whole-food forms of these minerals can improve your mental health, calmness, and focus.
Zinc is essential for protein structure and function, especially in the brain. It plays a vital role in glutamatergic neurons. Magnesium is important for metabolic reactions, namely the production and use of ATP (our body’s energy currency). Calcium is a signaling molecule on which many nerve processes are dependent.
proper hydration
Zinc sources: Brazil Nuts, Pecans, Pumpkin Seed, Ginger Root and Black Pepper Magnesium sources: Mushrooms, Spinach, Kale, and most Legumes Calcium sources: Broccoli (cooked), Yogurt, Collard Greens (cooked),Turnip Greens (cooked)
Zinc sources: Brazil Nuts, Pecans, Pumpkin Seed, Ginger Root and Black Pepper Magnesium sources: Mushrooms, Spinach, Kale, and most Legumes Calcium sources: Broccoli (cooked), Yogurt, Collard Greens (cooked),Turnip Greens (cooked)",5/13/20
positive-body-image-mental-health,"Your Positive Body Image: Nutrition, Exercise and Sleep for Mental Health","REFERENCES
Nutritional Therapy Association. (2019). Basics of Nutrition Student Guide. The Basics of Nutrition. Retrieved from https://nta.brightspace.com/d2l/le/content/10063/Home.
Mazza, S., Gerbier, E., Gus,n, M.-P., Kasikci, Z., Koeing, O., Toppino, T. C., & Magnin, M. (2016). Relearn Faster and Retain Longer: Along With Practice, Sleep Makes Perfect. Psychological Science, 1321-1330.
Shiroya, Y., & Minato, K. (2007). Beneficial effects of physical exercise on the exocrine pancreas. The Journal of Sports Medicine and Physical Fitness, 307-313.
Schneiderman, N., & McCabe, P. M. (1985). 2: Biobehavioral Responses to Stress. In T. Field, N. Schneiderman, & P. M. McCabe, Stress and Coping, Volume 1 (pp. 13-64). Hillsdale: Lawrence Erlbaum Associates, Inc.
Harvard Health Publishing. (2018, July 13). Exercising to relax. Retrieved from Harvard Health Publishing: hdps://www.health.harvard.edu/staying-healthy/ exercising-to-relax
Hill Rice, V. (2012). Theories of Stress and its Relationship to Health. In V. Hill Rice, Handbook of Stress, Coping, and Health: Implications for Nursing Research, Theory, and Practice (pp. 22-42). SAGE.
Lin, T.-W., & Kuo, Y.-M. (2013). Exercise Benefits Brain Function: The Monoamine Connection. Brain Sciences, 3(1): 39–53.",5/13/20
positive-body-image-mental-health,"Your Positive Body Image: Nutrition, Exercise and Sleep for Mental Health","## How to Create Your Positive Body Image
Hint: It doesn’t start on the scale.
Positive body image starts with accepting where you are. It’s healthy to have goals to reach towards, but in order to appreciate those soon-to-be accomplishments, we must love who we are right now. If we don’t love who we are now, we aren’t going to love a 5-pound-lighter version of ourselves. It’s rooted deeper than that.
Your body image is primarily shaped by your self-talk. When you look in the mirror, what type of thoughts come to mind? Are they positive? Negative? It can be easy to fall into the spiraling negative self-talk.
The good news is, you have control over that voice in your head and can start reshaping it at any moment. Here’s a great tool to practice positive self-talk and strengthen your inner voice: Wake up in the morning and reflect on 3 things you love about your body. The trick is to come up with 3 new things each morning for the entire week. Challenge yourself to continue this exercise for 4 weeks and watch the self-talk evolve.
For many of us, a positive body image plays a significant role in contributing to our overall mental health. The right nutrition, exercise and sleep are all key factors as well.",5/13/20
positive-body-image-mental-health,"Your Positive Body Image: Nutrition, Exercise and Sleep for Mental Health","Zinc sources: Brazil Nuts, Pecans, Pumpkin Seed, Ginger Root and Black Pepper Magnesium sources: Mushrooms, Spinach, Kale, and most Legumes Calcium sources: Broccoli (cooked), Yogurt, Collard Greens (cooked),Turnip Greens (cooked)",5/13/20
predict-covid-19-risk,Leveraging WHOOP Technology to Predict COVID-19 Risk,"Implications
WHOOP is not a medical product, and this study certainly doesn’t imply that those nasal swabs we’re in such short supply of are a thing of the past, rather it’s meant to demonstrate the power of continuous monitoring to leverage valuable information contained in subclinical changes in respiratory rate.
“For the first time, we have shown that elevated respiratory rate, when compared to an individuals’ normal baseline, can be used to discriminate in some cases between people who test positive for COVID-19 and those who test negative,” said Professor Greg Roach, Head of Sleep & Circadian Physiology Research, CQUniversity.
Because medical screening of everyone every day is impractical, our study suggests that wearable-based solutions can serve as a useful tool to fill the gap between the ideal and reality, and give potentially infected individuals a valuable heads up that if heeded can prevent unnecessary continued community spread.",6/22/20
